10/16/2023 10:22:38 - WARNING - __main__ - device: cuda:3, n_gpu: 8, 16-bits training: True
Using pad_token, but it is not set yet.
Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:  33%|███▎      | 1/3 [00:03<00:06,  3.07s/it]Loading checkpoint shards:  67%|██████▋   | 2/3 [00:05<00:02,  2.80s/it]Loading checkpoint shards: 100%|██████████| 3/3 [00:06<00:00,  1.97s/it]Loading checkpoint shards: 100%|██████████| 3/3 [00:06<00:00,  2.22s/it]
10/16/2023 10:24:19 - INFO - __main__ - Namespace(model_type='llama', model_name_or_path='meta-llama/Llama-2-13b-chat-hf', prompt='data6/original_data.txt', length=300, num_hidden_layers=None, stop_token=None, temperature=1.0, repetition_penalty=1.0, k=0, p=0, prefix='', suffix='', padding_text='', xlm_language='', seed=42, data_folder=42, no_cuda=False, stream_output=False, num_return_sequences=1, fp16=True, jit=False, device=device(type='cuda', index=3), n_gpu=8)
10/16/2023 10:24:19 - INFO - Unlimiformer - Encoding 0 to 6 out of 25
10/16/2023 10:24:19 - INFO - Unlimiformer - G is H, Williamson is baking,
10/16/2023 10:24:21 - INFO - Unlimiformer - , Williamson is baking,
10/16/2023 10:24:21 - INFO - Unlimiformer - Encoding 6 to 13 out of 25
10/16/2023 10:24:21 - INFO - Unlimiformer - , A is B, Oppenheimer is cycling,
10/16/2023 10:24:21 - INFO - Unlimiformer - Oppenheimer is cycling,
10/16/2023 10:24:21 - INFO - Unlimiformer - Encoding 13 to 19 out of 25
10/16/2023 10:24:21 - INFO - Unlimiformer - , , , , , , , , , C is D, Leechenbaum is painting,
10/16/2023 10:24:22 - INFO - Unlimiformer - Leechenbaum is painting,
10/16/2023 10:24:22 - INFO - Unlimiformer - Encoding 19 to 26 out of 25
10/16/2023 10:24:22 - INFO - Unlimiformer - , , , , , , , , , , , , , , , , , , E is F, Zelensky is relaxing
10/16/2023 10:24:22 - INFO - Unlimiformer - , Zelensky is relaxing
10/16/2023 10:24:36 - INFO - Unlimiformer - "Pre Forward Hook", -, 1
10/16/2023 10:24:36 - INFO - Unlimiformer - "Pre Forward Hook", check, 1
10/16/2023 10:24:36 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:24:37 - INFO - Unlimiformer - "Pre Forward Hook", before, 1
10/16/2023 10:24:37 - INFO - Unlimiformer - "Pre Forward Hook", sharing, 1
10/16/2023 10:24:37 - INFO - Unlimiformer - "Pre Forward Hook", or, 1
10/16/2023 10:24:37 - INFO - Unlimiformer - "Pre Forward Hook", bel, 1
10/16/2023 10:24:37 - INFO - Unlimiformer - "Pre Forward Hook", ieving, 1
10/16/2023 10:24:37 - INFO - Unlimiformer - "Pre Forward Hook", it, 1
10/16/2023 10:24:38 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/16/2023 10:24:38 - INFO - Unlimiformer - "Pre Forward Hook", Is, 1
10/16/2023 10:24:38 - INFO - Unlimiformer - "Pre Forward Hook", there, 1
10/16/2023 10:24:38 - INFO - Unlimiformer - "Pre Forward Hook", anything, 1
10/16/2023 10:24:38 - INFO - Unlimiformer - "Pre Forward Hook", else, 1
10/16/2023 10:24:38 - INFO - Unlimiformer - "Pre Forward Hook", I, 1
10/16/2023 10:24:39 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/16/2023 10:24:39 - INFO - Unlimiformer - "Pre Forward Hook", help, 1
10/16/2023 10:24:39 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/16/2023 10:24:39 - INFO - Unlimiformer - "Pre Forward Hook", with, 1
10/16/2023 10:24:39 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/16/2023 10:24:39 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 60
10/16/2023 10:24:39 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:24:40 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:24:40 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:24:40 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/16/2023 10:24:40 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:24:40 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:24:40 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/16/2023 10:24:41 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/16/2023 10:24:41 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/16/2023 10:24:41 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/16/2023 10:24:41 - INFO - Unlimiformer - "Pre Forward Hook", what, 1
10/16/2023 10:24:41 - INFO - Unlimiformer - "Pre Forward Hook", William, 1
10/16/2023 10:24:41 - INFO - Unlimiformer - "Pre Forward Hook", son, 1
10/16/2023 10:24:42 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:24:42 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
10/16/2023 10:24:42 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/16/2023 10:24:42 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/16/2023 10:24:42 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/16/2023 10:24:42 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/16/2023 10:24:43 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/16/2023 10:24:43 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/16/2023 10:24:43 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:24:43 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:24:43 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:24:43 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:24:44 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/16/2023 10:24:44 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:24:44 - INFO - Unlimiformer - "Pre Forward Hook", William, 1
10/16/2023 10:24:44 - INFO - Unlimiformer - "Pre Forward Hook", son, 1
10/16/2023 10:24:44 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:24:44 - INFO - Unlimiformer - "Pre Forward Hook", painting, 1
10/16/2023 10:24:45 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/16/2023 10:24:45 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 60
10/16/2023 10:24:45 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:24:45 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:24:45 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:24:45 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/16/2023 10:24:45 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:24:46 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:24:46 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/16/2023 10:24:46 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/16/2023 10:24:46 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/16/2023 10:24:46 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/16/2023 10:24:46 - INFO - Unlimiformer - "Pre Forward Hook", who, 1
10/16/2023 10:24:47 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:24:47 - INFO - Unlimiformer - "Pre Forward Hook", b, 1
10/16/2023 10:24:47 - INFO - Unlimiformer - "Pre Forward Hook", aking, 1
10/16/2023 10:24:47 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/16/2023 10:24:47 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/16/2023 10:24:47 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/16/2023 10:24:48 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/16/2023 10:24:48 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/16/2023 10:24:48 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/16/2023 10:24:48 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/16/2023 10:24:48 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/16/2023 10:24:48 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:24:49 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:24:49 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:24:49 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:24:49 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/16/2023 10:24:49 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:24:49 - INFO - Unlimiformer - "Pre Forward Hook", it, 1
10/16/2023 10:24:50 - INFO - Unlimiformer - "Pre Forward Hook", appears, 1
10/16/2023 10:24:50 - INFO - Unlimiformer - "Pre Forward Hook", that, 1
10/16/2023 10:24:50 - INFO - Unlimiformer - "Pre Forward Hook", Lee, 1
10/16/2023 10:24:50 - INFO - Unlimiformer - "Pre Forward Hook", chen, 1
10/16/2023 10:24:50 - INFO - Unlimiformer - "Pre Forward Hook", baum, 1
10/16/2023 10:24:50 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:24:51 - INFO - Unlimiformer - "Pre Forward Hook", b, 1
10/16/2023 10:24:51 - INFO - Unlimiformer - "Pre Forward Hook", aking, 1
10/16/2023 10:24:51 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/16/2023 10:24:51 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 60
10/16/2023 10:24:51 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:24:51 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:24:52 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:24:52 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/16/2023 10:24:52 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:24:52 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:24:52 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/16/2023 10:24:52 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/16/2023 10:24:52 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/16/2023 10:24:53 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/16/2023 10:24:53 - INFO - Unlimiformer - "Pre Forward Hook", who, 1
10/16/2023 10:24:53 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:24:53 - INFO - Unlimiformer - "Pre Forward Hook", cy, 1
10/16/2023 10:24:53 - INFO - Unlimiformer - "Pre Forward Hook", cling, 1
10/16/2023 10:24:53 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/16/2023 10:24:54 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/16/2023 10:24:54 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/16/2023 10:24:54 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/16/2023 10:24:54 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/16/2023 10:24:54 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/16/2023 10:24:54 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/16/2023 10:24:55 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/16/2023 10:24:55 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:24:55 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:24:55 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:24:55 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:24:55 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/16/2023 10:24:56 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:24:56 - INFO - Unlimiformer - "Pre Forward Hook", it, 1
10/16/2023 10:24:56 - INFO - Unlimiformer - "Pre Forward Hook", appears, 1
10/16/2023 10:24:56 - INFO - Unlimiformer - "Pre Forward Hook", that, 1
10/16/2023 10:24:56 - INFO - Unlimiformer - "Pre Forward Hook", Lee, 1
10/16/2023 10:24:56 - INFO - Unlimiformer - "Pre Forward Hook", chen, 1
10/16/2023 10:24:57 - INFO - Unlimiformer - "Pre Forward Hook", baum, 1
10/16/2023 10:24:57 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:24:57 - INFO - Unlimiformer - "Pre Forward Hook", cy, 1
10/16/2023 10:24:57 - INFO - Unlimiformer - "Pre Forward Hook", cling, 1
10/16/2023 10:24:57 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/16/2023 10:24:57 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 60
10/16/2023 10:24:58 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:24:58 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:24:58 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:24:58 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/16/2023 10:24:58 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:24:58 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:24:59 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/16/2023 10:24:59 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/16/2023 10:24:59 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/16/2023 10:24:59 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/16/2023 10:24:59 - INFO - Unlimiformer - "Pre Forward Hook", who, 1
10/16/2023 10:24:59 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:24:59 - INFO - Unlimiformer - "Pre Forward Hook", painting, 1
10/16/2023 10:25:00 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/16/2023 10:25:00 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/16/2023 10:25:00 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/16/2023 10:25:00 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/16/2023 10:25:00 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/16/2023 10:25:00 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/16/2023 10:25:01 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/16/2023 10:25:01 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/16/2023 10:25:01 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:25:01 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:25:01 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:25:01 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:25:02 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/16/2023 10:25:02 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:25:02 - INFO - Unlimiformer - "Pre Forward Hook", Lee, 1
10/16/2023 10:25:02 - INFO - Unlimiformer - "Pre Forward Hook", chen, 1
10/16/2023 10:25:02 - INFO - Unlimiformer - "Pre Forward Hook", baum, 1
10/16/2023 10:25:02 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:25:03 - INFO - Unlimiformer - "Pre Forward Hook", painting, 1
10/16/2023 10:25:03 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/16/2023 10:25:03 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 60
10/16/2023 10:25:03 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/16/2023 10:25:03 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/16/2023 10:25:03 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/16/2023 10:25:04 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/16/2023 10:25:04 - INFO - Unlimiformer - "Pre Forward Hook", information, 1
10/16/2023 10:25:04 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/16/2023 10:25:04 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/16/2023 10:25:04 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/16/2023 10:25:04 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/16/2023 10:25:05 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/16/2023 10:25:05 - INFO - Unlimiformer - "Pre Forward Hook", what, 1
10/16/2023 10:25:05 - INFO - Unlimiformer - "Pre Forward Hook", Lee, 1
10/16/2023 10:25:05 - INFO - Unlimiformer - "Pre Forward Hook", chen, 1
10/16/2023 10:25:05 - INFO - Unlimiformer - "Pre Forward Hook", baum, 1
10/16/2023 10:25:05 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/16/2023 10:25:06 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
